주사익원산,1786,3546,2953,NNP,*,T,주사익원산,Compound,*,*,*,주사/NNP/*+익원산/NNP/*
지수산,1786,3546,2953,NNP,*,T,지수산,*,*,*,*,지수산/NNP/*
지실작약산,1786,3546,2953,NNP,*,T,지실작약산,Compound,*,*,*,지실/NNP/*+작약산/NNP/*
천궁다조산,1786,3546,2953,NNP,*,T,천궁다조산,Compound,*,*,*,천궁/NNP/*+다조산/NNP/*
천태오약산,1786,3546,2953,NNP,*,T,천태오약산,Compound,*,*,*,천태/NNP/*+오약산/NNP/*
청간소요산,1786,3546,2953,NNP,*,T,청간소요산,Compound,*,*,*,청간/NNP/*+소요산/NNP/*
청심양격산,1786,3546,2953,NNP,*,T,청심양격산,Compound,*,*,*,청심/NNP/*+양격산/NNP/*
청위산,1786,3546,2953,NNP,*,T,청위산,*,*,*,*,청위산/NNP/*
취후산,1786,3546,2953,NNP,*,T,취후산,Compound,*,*,*,취후산/NNP/*
통순산,1786,3546,2953,NNP,*,T,통순산,*,*,*,*,통순산/NNP/*
투농산,1786,3546,2953,NNP,*,T,투농산,*,*,*,*,투농산/NNP/*
팔정산,1786,3546,2953,NNP,*,T,팔정산,*,*,*,*,팔정산/NNP/*
패감산,1786,3546,2953,NNP,*,T,패감산,*,*,*,*,패감산/NNP/*
패독산,1786,3546,2953,NNP,*,T,패독산,*,*,*,*,패독산/NNP/*
패모과루산,1786,3546,2953,NNP,*,T,패모과루산,Compound,*,*,*,패모/NNP/*+과루산/NNP/*
평위산,1786,3546,2953,NNP,*,T,평위산,*,*,*,*,평위산/NNP/*
한산,1786,3546,2835,NNP,*,T,한산,*,*,*,*,한산/NNP/*
해산,1786,3546,2484,NNP,*,T,해산,*,*,*,*,해산/NNP/*
행기향소산,1786,3546,2953,NNP,*,T,행기향소산,Compound,*,*,*,행기/NNP/*+향소산/NNP/*
행소산,1786,3546,2953,NNP,*,T,행소산,*,*,*,*,행소산/NNP/*
행습유기산,1786,3546,2953,NNP,*,T,행습유기산,Compound,*,*,*,행습/NNP/*+유기산/NNP/*
